title,abstractText,source,word_count
guidance conducting reporting qualitative studies,paper sets address problem imbalance number quantitative qualitative articles published highly ranked research journals providing guidelines design implementation reporting qualitative research clarification provided key terms quantitative qualitative interrelationships relative risks benefits using guidelines qualitative research considered importance using guidelines flexibly highlighted proposed guidelines based synthesis existing guidelines syntheses guidelines range fields,editorial.json,51
modern software cybernetics new trends,software cybernetics research apply variety techniques cybernetics research software engineering research fifteen years since 2001 dramatic increase work relating software cybernetics cybernetics viewpoint work mainly firstorder level namely software observation control beyond firstorder cybernetics software developersusers running environments influence thus create feedback form complicated systems classify software cybernetics software cybernetics based firstorder cybernetics software cybernetics ii based higher order cybernetics paper provides review literature software cybernetics particularly focusing transition software cybernetics software cybernetics ii results survey indicate new research areas internet things big data cloud computing cyberphysical systems even creative computing related software cybernetics ii paper identifies relationships techniques software cybernetics ii applied new research areas applied formulates research problems challenges software cybernetics application principles phase ii software cybernetics identifies highlights new research trends software cybernetic research,editorial.json,127
introduction,chapter introduces area research development mobile information retrieval gives motivation review explains briefly methodology used select work presented finally outlines organisation book,editorial.json,22
introduction,chapter presents overview topics discussed throughout book use network representations describing biological processes systems biology perspective first highlighted subsequently various types biological networks scrutinized synopsis pathway analysis methods provided evolution pathway analysis approaches presented various methodological aspects involved introduced chapter concludes presenting several aspects related one main application areas pathway analysis systems pharmacology emerging interdisciplinary translational field confluence systems biology pharmacology relevance pathwaylevel analysis framework drug design discovery pipeline also discussed especially identification novel drug targets drug repositioning well drug safety side effect prediction,editorial.json,84
introduction,reoccurring compositions visual data visual patterns exist complex spatial structures diverse feature views image video data discovering visual patterns great interest visual data analysis recognition many methods proposed address problem visual pattern discovery dozen years chapter start overview visual pattern discovery problem discuss major progress spatial feature cooccurrence pattern discovery,editorial.json,50
introduction,chapter provide introduction survey first motivate research field verifiable computing afterwards present roadmap book explaining setting concerned followed relevant properties ie level security privacy efficiency type verifiability function class provided finally show organization work,editorial.json,34
introduction,chapter gives introduction software testing cloud testing describes basic concepts combinatorial testing detail including latin squares orthogonal arrays covering arrays popular combinatorial testing algorithms aetg ipo discussed,editorial.json,27
indexing computer optics emerging sources citation index database,inclusion journal computer optics emerging sources citation index database described editorial,editorial.json,11
special issue introduction spatial approaches information search,searching information ubiquitous activity performed variety contexts supported rapidly evolving technologies process information search often spatial aspect spatial metaphors help users refer abstract contents georeferenced information grounds entities physical space although information search major research topic computer science giscience cognitive psychology intrinsic spatiality received enough attention article reviews research opportunities crossroad three research strands 1 computational 2 geospatial 3 cognitive articles special issue focus interface design spatiotemporal information search qualitative spatial configurations bigdata analysis spatial relation near,editorial.json,77
increasing impact medical image computing using communitybased openaccess hackathons namic 3d slicer experience,national alliance medical image computing namic launched 2004 goal investigating developing open source software infrastructure extraction information knowledge medical images using computational methods several leading research engineering groups participated effort funded us national institutes health variety infrastructure grants effort transformed 3d slicer internal bostonbased academic research software application professionally maintained robust open source platform international leadership developer user communities critical improvements widely used underlying open source libraries toolsvtk itk cmake cdash dcmtkwere additional consequence effort project contributed close thousand peerreviewed publications growing portfolio us international funded efforts expanding use tools new medical computing applications every year editorial discuss believe gaps way medical image computing pursued today wellexecuted research platform enable discovery innovation reproducible science open science quest build software platform evolved productive rewarding social engineering exercise building openaccess community shared vision,editorial.json,131
clinical imaging computational models personalised medicine image guided interventions,short paper describes development ucl centre medical image computing cmic 2006 2016 together reference historical developments computational imaging sciences group cisg guys hospital key early work automated image registration led developments image guided surgery improved cancer diagnosis therapy work illustrated examples neurosurgery laparoscopic liver gastric surgery diagnosis treatment prostate cancer breast cancer image guided radiotherapy lung cancer,editorial.json,57
largescale medical image analytics recent methodologies applications future directions,despite everincreasing amount complexity annotated medical image data development largescale medical image analysis algorithms kept pace need methods bridge semantic gap images diagnoses goal position paper discuss explore innovative largescale data science techniques medical image analytics benefit clinical decisionmaking facilitate efficient medical data management particularly advocate scale image retrieval systems significantly increased interactive systems effective knowledge discovery potentially large databases medical images clinical relevance systems return results realtime incorporate expert feedback able cope size quality variety medical images associated metadata particular domain design development testing framework significantly impact interactive mining medical image databases growing rapidly size complexity enable novel methods analysis much larger scales efficient integrated fashion,editorial.json,107
computerassisted intervention research clinical impact need holistic approach,early days field medical image computing mic computerassisted intervention cai publishing strong selfcontained methodological algorithm enough produce impact community substantial responsibility translate scientific progresses improved patient care field computerassisted interventions emphasis also shifting mere use wellknown established imaging modalities position trackers design combination innovative sensing elaborate computational models finegrained clinical workflow analysis create devices unprecedented capabilities barriers translating devices complex understandably heavily regulated surgical interventional environment seem daunting whether leave translation task mostly industrial partners welcome researchers important share us argue embracing complexity surgical interventional sciences mandatory evolution field able requires largescale infrastructure critical mass expertise research centres paper emphasise need holistic approach computerassisted interventions clinical scientific engineering regulatory expertise combined means moving towards clinical impact ensure breadth infrastructure expertise required translational computerassisted intervention research lead situation field advances thanks handful exceptionally large research centres also advocate solutions need designed lower barriers entry inspired fields particle physics astronomy claim centralised large innovation centres state art technology health technology assessment capabilities backed core support staff open interoperability standards need accessible wider computerassisted intervention research community,editorial.json,174
education training exascale,editorial focuses education training approaches route exascale wider context editorial outlines computational science research methods used university studies professional training hpc order narrow hpc computational science skills gap provides short analysis hpc computational science research context analyses current state also describes proposes relevant curricula structure covering mathematics computer science supercomputing areas also natural life sciences domains aimed enhancing students professionals research profiles developing abilities investigate complex problems build apply advanced mathematical models analyze resulting data use adequately hpc environments tools computation visualization needed route exascale also gives examples approach applied higher education setting case specific scientific domains explicitly taught embedded computational science subjects case professional training outlines differences similarities cases well links proposed approach papers special section,editorial.json,117
special issue distributed computing artificial intelligence,41 googles artificial intelligence ai program alphago go master lee sedol bestoffive competition held korean march 915 2016 seen many landmark moment ai outcome come surprise considering excellent combination 1920 cpus sophisticated ai algorithms including neural networks monte carlo tree search gibney 2016 silver et al 2016 indeed research distributed computing artificial intelligence dcai matured last decade many effective applications deployed performing increasingly important role modern computer science including two hyped technologies internet things big data indeed fair say application artificial intelligence distributed environments becoming essential element high added value economic potential,editorial.json,92
editorial,apples current battle fbi see lead news story likely go company appealing court decision made 18th century law meanwhile department justice appealing decision made new york law separate case went apples favour,editorial.json,32
editorial,online advertising turning something arms race one side evil empire like theres advertising industry trying persuade us buy stuff didnt realise wanted probably dont side people dislike advertising dont want browsers cluttered real arms race casualties one security,editorial.json,38
introduction,aim book provide researchers area automated software composition complete comprehensive guide helps understand field easily relate new approaches existing ones ii literature recommendations potentially relevant related work book term automated software composition refers process automatically assembling new software artifact using existing ones,editorial.json,42
special section highperformance networking distributed dataintensive science,future generation computer systems presents special section highperformance networking distributed dataintensive science many research questions mainly address management performance problems discussed papers published section paper entitled scheduling flexible control bandwidth intransit services endtoend application workflows discusses endtoend scientific application workflows integrate highend experiments instruments large scale simulations enduser displays becoming increasingly important,editorial.json,52
introduction ldta tool challenge,compilers one cornerstones computer science particular software development compiler research long tradition mature nevertheless hardly standardization respect formalisms tools developing compilers comparison formalisms tools describe compilers languages simple task 2011 language descriptions tools applications community created challenge formalisms tools used constructing compiler oberon0 language special issue presents tool challenge oberon0 language various solutions challenge conclusions aim challenge develop compiler using different formalisms learn approaches concrete setting,editorial.json,66
recommendations reporting quantitative studies,set suggestions aim provide examples series elements may significantly contribute towards demonstrating robustness quantitative results therefore methodological guide instead guide acts reminder basic principles reporting type study research computers education moved beyond simple survey data research paper sent review must triangulate results variety sources believe essential highlight high quality paper quantitative approach must provide evidence robustness theoretical framework also design statistical procedures chosen order answer research question sense statistical report must satisfy following general principle demonstrate solidity treatment data allow robustness results generalisability conclusions evaluated,editorial.json,85
agentbased simulations adaptive algorithms solvers,special issue journal computational science follows agentbased simulations adaptive algorithms solvers absaas workshop frame international conference computational science iccs held reykjavik iceland june 13 2015the aim workshop integrate results different domains computer science computational science mathematics chairmans absaas worksop invited papers oriented toward simulations either hard simulations means finite element finite difference methods soft simulations means agentbased systems evolutionary computations otherthis thirteen absaas workshop frame iccs conference workshop organized five cochairmens including maciej paszyński robert schaefer krzysztof cetnarowicz agh university kraków poland david pardo university basque country bilbao spain victor calo king abdullah university science technology,editorial.json,96
preface special issue computing infinite data topological logical foundations,special issue mathematical structures computer science composed mainly papers submitted participants dagstuhl seminar computing infinite data topological logical foundations workshop took place schloss dagstuhl leibniz center informatics first half october 2011,editorial.json,31
emerging social emerging computing enabled philosophical paradigm collaborative learning systems toward high effective next generation learning systems knowledge society,vast evolution social computing last years tremendous improvement novel technologies including cloud computing open source technologies recommender systems personalized knowledge management systems big data systems open educational resources approaches set challenging context establishment novel high effective approaches collaborative learning business academia editorial provides overview magnificent top quality research collection articles related new generation collaborative learning systems opportunity scientific debate enabling technologies required adjustments academic programs executives training programs worldwide bold contribution new philosophical paradigm need promote flexible open collaborative learning beyond time personality place constraints seems old fashioned classroom based learning enriched cases replaced technological learning innovations fostering collaboration learners another important contribution special issue depth discussion variety requirements next generation learning systems extremely useful researchers interested future research domain two special issues prestigious journals confirmed similar topics next year order provide continuity fascinating research domain directly linked vision knowledge society,editorial.json,141
perspectives international conference computational science 2014,computational science enabled raft science either impossible dangerous extremely expensive arguably one multidisciplinary research endeavors draws foundational work mathematics computer science computational science applicability almost scientific domains essential tool many special section contains extended papers originally published proceedings 14th international conference computational science iccs 2014 annual event promotes leading edge research,editorial.json,51
integrating knowledge multitasking interruptions across different perspectives research methods,abstract multitasking interruptions studied using variety methods multiple fields eg hci cognitive science computer science social sciences diversity brings many complementary insights however also challenges researchers understand seemingly disparate ideas best integrated theory inform design interactive systems therefore need platform discuss different approaches understanding multitasking interruptions combined provide insights sum parts article argue necessity integrative approach part argument provide overview articles special issue multitasking interruptions articles showcase variety methods currently used study multitasking interruptions clear many challenges studying multitasking interruptions different perspectives using different techniques advance sixpoint research agenda future multimethod research important timely topic,editorial.json,95
hardware acceleration cellular automata physarum polycephalum model,past decades computer science experts inspired study biological organisms moreover bioinspired algorithms produced many times give excellent solutions low computational cost complex engineering problems case plasmodium physarum polycephalum capable finding shortest path solution two points labyrinth study implement cellular automata ca model hardware attempts describe moreover mimic behavior plasmodium maze beyond successful implementation cabased physarum model software order take full advantage inherent parallelism ca focus field programmable gate array fpga implementation proposed model namely two different implementations considered difference desired precision produced numerical representation ca model parameters based corresponding results shortest path labyrinththe modeling efficiency approaches compared depending resulting error propagation presented fpga implementations succeed take advantage cas inherit parallelism improve performance ca algorithm compared software terms computational speed power consumption result implementations presented also considered preliminary cabased physarum polycephalum ip core produces biological inspired solution shortestpath problem,editorial.json,138
med appjam model interprofessional studentcentered mhealth app competition,med appjam 2week long competition students university california irvine school medicine partnered students university california irvine school information computer sciences interprofessional teams develop mobile health applications use clinicians patients success med appjam comes unique opportunity students mutually contribute content expertise improve clinical landscape expanding technology literacy savvy since 2012 285 computer science students 90 medical students collaborated design develop 53 ios mhealth apps event med appjam model replicated autism appjam competition focused needs specific population high school students mini premed appjam using paper prototyping approach proposed medical schools consider implementation local med appjam viable model engaging students technology healthcare,editorial.json,99
introduction,background motivation development solution methodologies partial differential equations given overview related work relevant publications,editorial.json,14
introduction,chapter explains motivation writing book aim emphasis well policy writing presentation also describe structure book intended target group well advice ways read finally explain relation book relevant standards,editorial.json,28
introduction,computing platforms become integral part society last decades landscape computing platforms highly diverse starting desktop pcs laptops endusers powerful workstations used perform highly complex calculations eg weather calculations web servers need simultaneously handle thousands incoming requests smartphones tablets enabling ontheroad data access tiny embedded devices deployed sensors cars electronic passports medical devices,editorial.json,52
introduction,research development work field electrical engineering technical sciences always aimed develop powerful devices everincreasing processor power responsiveness sodnik et al 2014 reduction size modern devices extension use new fields environments significant design trend recent years mobile devices enabling various types communication access important sources information mobile environments constitute important segment modern electronics mobile devices generalpurpose laptops notebooks tablets smartphones highlyadapted purposebuilt devices found vehicles means transport terms range functionalities corresponding software majorities advanced mobile devices becoming similar traditional desktop computers thus allow continuous upgrades addition new applications,editorial.json,87
introduction,cryptography science keeping secrets secret assume sender referred follows alice commonly used wants send message receiver referred bob uses insecure communication channel example channel could computer network telephone line problem message contains confidential information message could intercepted read eavesdropper even worse adversary usual referred eve might able modify message transmission way legitimate recipient bob detect manipulation,editorial.json,56
editorial,whatever side stand edward snowden debate clear leaks government secrets disclosures mass surveillance programmes certainly raised awareness privacy rather lack internet,editorial.json,21
introduction science gateways science gateway frameworks,chapter gives short introduction basic architecture functionalities science gateways well development methods briefly describes eu fp7 scibus project developing core science gateway framework called wspgradeguse large number various user communities developed applicationoriented science gateways adapting customizing wspgradeguse gateway framework chapter also explains vision scibus collaborationbased sg instance development methodology finally gives guide read rest book,editorial.json,55
introduction,recent years witnessed great progress depth sensor technology brings huge opportunities action recognition field chapter gives overview recent development 3d action recognition approaches presents motivations 3d action recognition features models representations book,editorial.json,32
introduction,multihop wireless networks mwns mobile node needs communicate remote destination relies nodes relay packets mwns enable new applications enhance network performance however involvement autonomous selfinterested nodes packet relaying makes mwns vulnerable serious security vulnerabilities may hinder practical implementation chapter first discuss main security issues threaten mwns discuss motivations work also main challenges secure network finally give overview proposals secure network,editorial.json,60
introduction,number devices interconnected worldwide growing drastically question orchestration durabilityorientated operation related networked system becomes critically substantial fact durability understood context overall system resilience may directly translated provision key features reliability availability safety confidentiality integrity maintainability,editorial.json,35
introduction,chapter provides introduction topic driver drowsiness detection crash statistics related data demonstrates importance seriousness subject moreover introduces terminology concepts related topic,editorial.json,21
introduction,extensive growth wireless networks recent years increased demand radio spectrum great extent static spectrum allocation regardless spatiotemporal usage led scarcity spectrum result fulfilling spectrum requirements emerging wireless applications technologies challenging task however shown various research groups 1 2 spectrum utilizations different locations well 25 spectrum bands spectrum scarcity mostly due inefficient spectrum management solution problem dynamic spectrum access methods introduced ensure service quality satisfaction dynamic spectrum access challenging technical issue,editorial.json,70
introduction,book thesis makes case computational movement analysis cma interdisciplinary umbrella contributions wide range fields aiming better understanding movement processes first chapter explains inclusive umbrella contribution involves fields borrows methods concepts,editorial.json,30
introduction,chapter first introduces motivation user cooperation multipath transmission particulary solutions transport layer specifically multipath transport control protocol mptcp studied user cooperation scenario within long term evolution lte network discussion challenges posed user cooperation mptcp stateoftheart multipath solutions brief presents briefly outlined,editorial.json,41
introduction,chapter introduces problem motivates work presents brief overview book explaining problem address important address problem finally evaluate proposed solution,editorial.json,19
introduction agile anywhere,wish agile agility concept people teams organizations wish proud one traits message convey book agility implemented anywhere accordingly present ten guidelines adoption agility enable cope changes life team organizations since advocate agility publish agile anywhere springer briefs includes concise standalone chapters enable readership focus specific topic wish adopt order become agile,editorial.json,51
introduction,term big data coined explosive increase global data mainly used describe enormous datasets chapter introduce definition big data review evolution past 20 years particular introduce defining features big data well 4vs characteristics including volume variety velocity value challenges brought big data also examined chapter,editorial.json,44
introduction,advent advanced communication technologies past decades ushered era information age date highrate instant access mediarich information eg online gaming video demands ubiquitous communications eg emails social networks already become integral part daily lives reported 1 average canadian spends 18 h week internet outpaced time spent watching tv,editorial.json,47
introduction,chapter start motivation distributed contextaware systems mainly related growing need people efficiently communicate independently specific tasks location current widely used tools instant messaging email lack several characteristics facetoface communication often found colocated teams promising approach contextaware applications able adapt operations current context without explicit user intervention applications raise issue context propagation clearly poses several challenges regarding scalability privacy chapter clarify challenges conclude emphasizing distinctive features survey book basically describe possible options application developer consider regarding distributed contextaware applications instead enumerating requirements,editorial.json,81
introduction,encryption process converting messages information data form unreadable anyone except intended recipient encrypted data must decrypted read recipient earliest form people attempting conceal certain information wanted keep possession substituting parts information symbols numbers pictures todays encryption algorithms divided two categories secret key public key secret key encryption schemes use key secret key encrypt decrypt message publickey encryption schemes use one key public key encrypt message different key private key decrypt todays encryption algorithms fit within two categories chapter introduces history encryption techniques classical ciphers secret key encryption publickey encryption including secret key publickey encryption models provides background homomorphic encryption,editorial.json,99
introduction,innovative teaching achieved many strategiesleveraging students already know think relying student engagement selfregulated activity collaborative activity embedding teaching discourses values practices institutions domain teaching innovation especially critical appropriate computer information sciences engineering cise critical need enroll graduate students areas appropriate areas depend upon consist continuous innovation diverse set innovative teaching practices across cise faculty pervasive across courses curricula could evoke faculty culture teaching innovation,editorial.json,64
special issue escience infrastructure applications,special issue contains extensions work presented 2012 ieee international conference escience held chicago il october 2012 escience successful simultaneous advances infrastructure applications required turn requires research teams widely varying expertise computer science earth sciences biological sciences well fora different teams interact share knowledge lessons learned escience series conferences papers special issue represent advances infrastructure applications influence 2014 published elsevier bv,editorial.json,60
back future,editor chief miguel encarnação introduces cgampas advisory council help editorial board ensure magazines health sustainability also discusses magazines education department 2014 ieee,editorial.json,22
guest editors introduction 4th issue experimental software toolkits est4,experimental software toolkits play crucial role computer science elseviers science computer programming special issues experimental software toolkits est provide means academic tool builders get visibility credit work publishing paper along corresponding system peerreviewed journal typically tools presented user developer perspective addressing toolbuilding issues architecture design requirements methodologies process aspects already fourth edition est less 17 published systems covering application areas ranging software analysis visualization teaching software development support 2011 elsevier bv rights reserved,editorial.json,73
foreword special focus mathematics data knowledge,growing interest applying mathematical theories methods topology computational geometry differential equations fluid dynamics quantum statistics etc describe analyze scientific regularities diverse massive complex nonlinear fast changing data accumulated continuously around world discovering revealing valid insightful valuable knowledge data imply increasingly solid mathematical foundations various methods techniques studied developed data mining modeling processing knowledge representation organization verification different systems mechanisms designed perform dataintensive tasks many application fields classification predication recommendation ranking filtering etc special focus mathematics computer science organized stimulate original research interaction mathematics data knowledge particular exploration new mathematical theories methodologies data modeling analysis knowledge discovery management study mathematical models big data complex knowledge development novel solutions strategies enhance performance existing systems mechanisms data knowledge processing present foreword provides short review key ideas techniques mathematics interacts data knowledge together selected research directions problems brief introduction four papers published focus 2013 springer basel,editorial.json,142
philosophy information views reflections work luciano floridi,collection selected articles discuss aspects extensive work luciano floridi special emphasis relates influenced research work computer science 2013 authors,editorial.json,19
security privacy,applications related security privacy made machine learning popular past 10 years current volumes socalled big data manual processing difficult even difficult future address problem machine learning implemented wide variety technical computer science applications particularly big data processing realtime decisionmaking applications build quickly computed answers machine learning model used classify data greatest degree accuracy machine learning techniques algorithms come wide variety recent study suggests datadriven machine learning may prone security lapses malware problems important privacy information security issues mobile systems applications addressing chapter explores need security privacy mobile technologies demonstrates crucial issue technical improvements,book_chapter.json,93
current future research directions,union machine intelligence ai manlike robotics brought extraordinary progresses miscellaneous rules promising concoction extremesmart information technology branches investigate current research trends future guidance used ai manlike electronics growth extremesmart cyberspace authors argue key sciences challenges potential uses various fields degree healthcare education amusement manufacturing additionally investigate moral concerns societal impacts guide unification ai manlike science information technology comprehensive review aims support acumens developing countryside ai manlike robotics research leading future endeavors towards achieving thorough potential extremesmart computer network,book_chapter.json,78
computational modeling design morphology aerogels,chapter authors go complicated world using computers create shape aerogels focus sic porous media talk types aerogel structures well using monte carlo simulations matlab fortran90 study carefully looks factors like pore size medium thickness porosity model sic aerogels porous structure correctly comparing models results extinction coefficient data books see strong link pore size porosity extinction coefficient along sic aerogels chapter looks important factors affect shape aerogels qualities source material solgel processing conditions drying methods effects temperature pressure trends future show progress computer modeling use machine learning possible breakthroughs optimizing aerogel shape solving ongoing problems study could look new starting materials creative ways dry things working people different fields focus finding longlasting repeatable production methods used real life thorough study combines results experiments mathematical accuracy paving way complete understanding aerogels uses many science economic fields,book_chapter.json,134
reinvention hrm practices artificial intelligence opportunities challenges digital world work,organizations increasingly confronted need modernize reinvent order keep everevolving social technological landscape result adoption artificial intelligence ai technologies rise artificial intelligence ai scientific technological field utilized successfully variety contexts many years since become essential component leading technologies organisational processes within enterprises use technology human resource management become necessity hr department able contribute growth organization book chapter aims contribute understanding artificial technologies implemented hrm practices context digital era furthermore offering insight usage aibased software hrm opportunities challenges digital world work associated ai hrm chapter book great importance scholars students human resources management knowledge management organizational innovation computer science information systems also provide guidance hr professionals organizations employees,book_chapter.json,106
growth development data security using cryptography algorithms machine learning algorithms,cryptography important technique protecting information communications utilizes codes ensure intended recipients access understand content field computer science cryptography relies mathematical concepts algorithms used transform messages encrypted form current era increasing internet information technology securing data become vital concern cryptography algorithms used protect data unauthorized users machine learning algorithms used identify common similarity huge data set ideologies differ one another chapter discusses connection giant models newer way evolution cryptography ancient times modern technology explored chapter,book_chapter.json,74
introduction ai biotechnology biomedical engineering,artificial intelligence ai field computer science works towards using machinescomputer programs perform tasks would normally require human intelligence tasks may include prediction problemsolving reasoning inferring notable uses protein structure prediction alphafold2 prediction diseasecausing genetic mutations primates primateai3d machine learning models also found use diagnosis study showed possible get accurate diagnosis limited amounts data data handled processed properly overall ai applied wide range fields given accurate sufficient data provided known many applications might come time chapter aims give basic overview machine learning algorithms used train models shed light used fields biotechnology biomedical engineering,book_chapter.json,92
early beginnings ai field research computer science,history artificial intelligence complicated pinpoint started might say began 1956 dartmouth conference john mccarthy peers coined term artificial intelligence first time term robot coined scifi play 1920 find hints similar ideas ancient myths scriptures ideas automata intelligent creatures forged men ai vast fascinating subject chapter presents overview history artificial intelligence also talks emergence different subbranches ai theoretical foundation frameworks theories related applications modern world challenges risks also discussed,book_chapter.json,68
anticipating ai impact library services future opportunities evolutionary prospects,artificial intelligence ai emerging field library science involving programming computers execute tasks typically require human intelligence overarching goal create computer systems capable thinking acting like humans holds profound implications field librarianship ai found widespread application within libraries examples including expert systems reference assistance robots designed assist tasks like book sorting integration virtual reality immersive learning experiences may fear ai implementation could distance librarians users prevailing view suggests instead complement human expertise rather replace leveraging ai libraries enhance service delivery streamline operations adapt evolving demands digital society,book_chapter.json,86
enhancing learner motivation academic achievement impact arcs model motivational design technologyenhanced learning environments,study examines impact technology education specifically focusing motivation learning principles instructional enhancement 84 junior students computer science computer forensics arcsbased instruction showed improved motivation academic performance cs students experienced 50 increase success opportunities cf students 70 higher satisfaction rate rewards statistical analysis confirmed differences p science technology create captivating learning experiences promote lifelong learning academic success,book_chapter.json,56
intelligent decision making bioinspired optimization genetic algorithms decision making,recently widespread use bioinspired optimisation approaches optimise solutions domains including biology mathematics computer science order address issues traditional optimisation algorithms bioinspired optimisation problems typically nonlinear constrained multiple nonlinear constraints recent trends tended apply bioinspired optimisation algorithms show promise resolving challenging optimisation issue realm optimization decisionmaking growing interest harnessing power bioinspired algorithms solve complex problems efficiently effectively chapter provides overview research focused integration genetic algorithms gas decisionmaking processes drawing inspiration biological evolution comprehensive framework implementing artificial intelligence ai activities like learning categorization optimisation offered evolutionary algorithm known genetic algorithm ga,book_chapter.json,89
comprehensive review large language models exploring applications challenges limitations future prospects,realm computer science language large language models llms stand remarkable tools artificial intelligence ai proficient deciphering intricate language nuances llms offer sensible responses find applications natural language understanding language translation question answering chapter delves history creation training multifaceted applications llms explores basics generative ai focusing generative pretrained transformers gpt examining evolution llms diverse applications medicine education finance engineering chapter addresses realworld challenges including ethical concerns biases comprehensibility computational requirements serves informative guide researchers practitioners enthusiasts elucidating potential challenges future llms ai,book_chapter.json,81
comprehensive study bioinformatics machine learning,bioinformatics interdisciplinary field develops methods software tools understanding biological data bioinformatics interdisciplinary field study combines computer science mathematics statistics engineering analyze comprehend biological data researchers faced major issue describing new topic methodical scientific manner drawing attention potential uses capabilities chapter discuss immense quantity data generated biological area bioinformatics manage examine preserve along algorithms applied bioinformatics data many bioinformatics studies applications machine learning applied chapter also provide clear overview fields definition goals applications related technologies future directions,book_chapter.json,76
python geospatial data analysis,chapter serves valuable resource computer science enthusiasts researchers practitioners seeking understanding geospatial analysis python chapter begins introduction geospatial analysis highlighting significance geospatial data across various domains establishes pythons stand field positioning powerful tool geospatial analyses subsequent sections explore fundamental concepts vector versus raster data coordinate reference systems projections geometric objects topological relationships spatial operations prominent python libraries geospatial analysis explored geopandas introduced detailing capabilities working geospatial data handling geometric data structures leveraging spatial operations shapely examined role geometric manipulations fiona explored library handling geospatial data discussion folium showcases utility creating interactive customized maps,book_chapter.json,93
adaptive learning selforganization swarm robotics,study explores neural architecture mapping nam humanswarm interaction hsi merging neuroscience computer science robotics enhance collaboration discusses nams concepts challenges applications like neuroanatomy mapping neural interface design algorithm development despite hurdles like neural complexity nam promises realtime monitoring advanced brainmachine interfaces seamless hsi integration chapter offers overview nams aims methods impacts humanrobot symbiosis swarm systems theoretical neuroscience human factor studies swarm robotics inform nam integrating neural networks robotics aidriven swarm behavior adaptive learning swarm robotics develops autonomous algorithms enhancing collaboration research aims improve swarm robotics efficiency across various domains,book_chapter.json,89
ai voice assistant smartphones nlp techniques,ai voice assistant mobile application developed aid drivers operating mobile phones driving without touching phones literature review examines multiple innovative artificial technologies involved applications voice assistants natural language processing nlp techniques methodology used involved qualitative approach design science paradigm used development voice assistant smartphones nlp techniques nlp techniques applied development ai voice assistant smart synthesis data flow sequence core interface accessing part speech tagging named entity recognition conference resolution porter stemming operations achieved application include arithmetic calculations based voice commands returning computer result via voice searching internet based user voice input providing response via voice assistance,book_chapter.json,96
